group,stock_id,name,industry,week_date,trigger_date,entry_price,current_price,pnl_pct,track_vol_ratio,sources,source_count,priority,candidate_status,candidate_score,tags_join,chip_tag_score,chg_1w_1000,chg_1w_400,cumulative_3w,cumulative_3w_400,week_chg_pct,deviation,bbw,today_vol_ratio,volume_pullback_status,ignition_vol_ratio,pullback_pct,momentum_fib_zone,momentum_risk_pct
weak_nonpositive,1460,宏遠,紡織纖維,2026-05-08,2026-05-09,7.28,6.94,-4.67,1.08,chips / price_breakout_track,2,,,,持續成長,1.0,0.23,0.16,1.36,1.0,-0.57,4.88,7.26,,,,,,
weak_nonpositive,2392,正崴,電子工業 / 電子零組件業,2026-05-08,2026-05-07,40.5,38.6,-4.69,1.74,price_breakout_track,1,,,,,,,,,,,,,,,,,,
weak_nonpositive,6203,海韻電,電子零組件業,2026-05-08,2026-05-05,76.2,72.6,-4.72,2.36,price_breakout_track,1,,,,,,,,,,,,,,,,,,
weak_nonpositive,2354,鴻準,其他電子業 / 電子工業,2026-05-08,2026-05-06,64.3,61.1,-4.98,3.83,price_breakout_track,1,,,,,,,,,,,,,,,,,,
weak_nonpositive,1904,正隆,造紙工業,2026-05-15,2026-05-15,20.35,19.3,-5.16,3.24,price_breakout_track,1,,,,,,,,,,,,,,,,,,
weak_nonpositive,6150,撼訊,電腦及週邊設備業,2026-05-08,2026-05-07,72.6,68.8,-5.23,1.55,price_breakout_track,1,,,,,,,,,,,,,,,,,,
weak_nonpositive,8213,志超,電子工業,2026-05-15,2026-05-11,41.8,39.55,-5.38,1.73,price_breakout_track,1,,,,,,,,,,,,,,,,,,
weak_nonpositive,1714,和桐,化學工業,2026-05-15,2026-05-12,10.25,9.65,-5.85,0.87,price_breakout_track,1,,,,,,,,,,,,,,,,,,
weak_nonpositive,2107,厚生,橡膠工業,2026-05-08,2026-05-09,26.5,24.9,-6.04,1.03,price_breakout_track,1,,,,,,,,,,,,,,,,,,
weak_nonpositive,2108,南帝,橡膠工業,2026-05-15,2026-05-11,29.3,27.4,-6.48,0.53,momentum_pullback / price_breakout_track,2,,,,,,,,,,,,,,,,,23.6%-38.2%,0.51
weak_nonpositive,3717,聯嘉投控,汽車工業,2026-05-22,2026-05-22,24.65,22.95,-6.9,2.55,price_breakout_track,1,,,,,,,,,,,,,,,,,,
weak_nonpositive,5210,寶碩,資訊服務業,2026-05-08,2026-05-06,28.6,26.6,-6.99,3.73,price_breakout_track,1,,,,,,,,,,,,,,,,,,
weak_nonpositive,6703,軒郁,生技醫療業,2026-05-15,2026-05-11,119.5,110.5,-7.53,0.38,price_breakout_track,1,,,,,,,,,,,,,,,,,,
weak_nonpositive,4440,宜新實業,紡織纖維,2026-05-15,2026-05-13,19.2,17.75,-7.55,1.93,price_breakout_track,1,,,,,,,,,,,,,,,,,,
weak_nonpositive,3033,威健,電子工業,2026-05-22,2026-05-22,53.9,49.2,-8.72,4.7,price_breakout_track,1,,,,,,,,,,,,,,,,,,
weak_nonpositive,6629,泰金-KY,其他,2026-05-15,2026-05-15,130,118.5,-8.85,1.92,price_breakout_track,1,,,,,,,,,,,,,,,,,,
weak_nonpositive,1598,岱宇,生技醫療業 / 化學生技醫療 / 運動休閒,2026-05-08,2026-05-09,22.2,20.15,-9.23,1.96,price_breakout_track,1,,,,,,,,,,,,,,,,,,
weak_nonpositive,3024,憶聲,光電業,2026-05-22,2026-05-20,17.8,16.05,-9.83,2.46,momentum_pullback / price_breakout_track,2,,,,,,,,,,,,,,,,,23.6%-38.2%,4.36
weak_nonpositive,8488,吉源-KY,其他,2026-05-22,2026-05-18,10.85,9.71,-10.51,1.51,price_breakout_track,1,,,,,,,,,,,,,,,,,,
